album,lyric
Speak Now (Deluxe),"Oh, I don't wanna grow up, wish I'd never grown up"
Speak Now (Deluxe),It could still be simple
Speak Now (Deluxe),"Oh darling, don't you ever grow up"
Speak Now (Deluxe),"Don't you ever grow up, just stay this little"
Speak Now (Deluxe),"Oh darling, don't you ever grow up"
Speak Now (Deluxe),"Don't you ever grow up, it could stay this simple"
Speak Now (Deluxe),Won't let nobody hurt you
Speak Now (Deluxe),Won't let no one break your heart
Speak Now (Deluxe),"And even though you want to, please try to never grow up"
Speak Now (Deluxe),"Oh, don't you ever grow up"
Speak Now (Deluxe),"Oh, never grow up, just never grow up"
Speak Now (Deluxe),There I was again tonight
Speak Now (Deluxe),"Forcing laughter, faking smiles"
Speak Now (Deluxe),"Same old tired, lonely place"
Speak Now (Deluxe),"Walls of insincerity, shifting eyes and vacancy"
Speak Now (Deluxe),Vanished when I saw your face
Speak Now (Deluxe),"All I can say is, it was enchanting to meet you"
Speak Now (Deluxe),"Your eyes whispered, ""Have we met?"""
Speak Now (Deluxe),'Cross the room your silhouette
Speak Now (Deluxe),Starts to make its way to me
Speak Now (Deluxe),The playful conversation starts
Speak Now (Deluxe),Counter all your quick remarks
Speak Now (Deluxe),Like passing notes in secrecy
Speak Now (Deluxe),And it was enchanting to meet you
Speak Now (Deluxe),"All I can say is, I was enchanted to meet you"
Speak Now (Deluxe),This night is sparkling
Speak Now (Deluxe),Don't you let it go
Speak Now (Deluxe),I'm wonderstruck
Speak Now (Deluxe),Blushing all the way home
Speak Now (Deluxe),I'll spend forever
Speak Now (Deluxe),Wondering if you knew
Speak Now (Deluxe),I was enchanted to meet you
Speak Now (Deluxe),Nardo Wick 'Who Want Smoke??' (Live Performance) | Open Mic
Speak Now (Deluxe),Nardo Wick 'Who Want Smoke??' (Live Performance) | Open Mic
Speak Now (Deluxe),The lingering question kept me up
Speak Now (Deluxe),"2AM, who do you love?"
Speak Now (Deluxe),I wonder 'til I'm wide awake
Speak Now (Deluxe),And now I'm pacing back and forth
Speak Now (Deluxe),Wishing you were at my door
Speak Now (Deluxe),"I'd open up and you would say, ""Hey"""
Speak Now (Deluxe),It was enchanting to meet you
Speak Now (Deluxe),All I know is I was enchanted to meet you
Speak Now (Deluxe),This night is sparkling
Speak Now (Deluxe),Don't you let it go
Speak Now (Deluxe),I'm wonderstruck
Speak Now (Deluxe),Blushing all the way home
Speak Now (Deluxe),I'll spend forever
Speak Now (Deluxe),Wondering if you knew
Speak Now (Deluxe),This night is flawless
Speak Now (Deluxe),Don't you let it go
Speak Now (Deluxe),I'm wonderstruck
Speak Now (Deluxe),Dancing around all alone
Speak Now (Deluxe),I'll spend forever
Speak Now (Deluxe),Wondering if you knew
Speak Now (Deluxe),I was enchanted to meet you
Speak Now (Deluxe),This is me praying that
Speak Now (Deluxe),This was the very first page
Speak Now (Deluxe),Not where the storyline ends
Speak Now (Deluxe),My thoughts will echo your name
Speak Now (Deluxe),Until I see you again
Speak Now (Deluxe),These are the words I held back
Speak Now (Deluxe),As I was leaving too soon
Speak Now (Deluxe),I was enchanted to meet you
Speak Now (Deluxe),Please don't be in love
Speak Now (Deluxe),With someone else
Speak Now (Deluxe),Please don't have somebody
Speak Now (Deluxe),Waiting on you
Speak Now (Deluxe),Please don't be in love (Ooh)
Speak Now (Deluxe),With someone else
Speak Now (Deluxe),"Please don't have somebody (Ooh, hey)"
Speak Now (Deluxe),Waiting on you
Speak Now (Deluxe),This night is sparkling
Speak Now (Deluxe),Don't you let it go
Speak Now (Deluxe),I'm wonderstruck
Speak Now (Deluxe),Blushing all the way home
Speak Now (Deluxe),I'll spend forever
Speak Now (Deluxe),Wondering if you knew
Speak Now (Deluxe),This night is flawless (Please don't be in love with someone else)
Speak Now (Deluxe),Don't you let it go
Speak Now (Deluxe),I'm wonderstruck (Please don't have somebody waiting on you)
Speak Now (Deluxe),Dancing around all alone
Speak Now (Deluxe),I'll spend forever (Please don't be in love with someone else)
Speak Now (Deluxe),Wondering if you knew
Speak Now (Deluxe),I was enchanted to meet you
Speak Now (Deluxe),Please don't be in love
Speak Now (Deluxe),With someone else
Speak Now (Deluxe),Please don't have somebody
Speak Now (Deluxe),Waiting on you
Speak Now (Deluxe),Now go stand in the corner and think about what you did
Speak Now (Deluxe),"Ha, time for a little revenge"
Speak Now (Deluxe),The story starts when it was hot and it was summer and
Speak Now (Deluxe),"I had it all, I had him right there where I wanted him"
Speak Now (Deluxe),"She came along, got him alone and let's hear the applause"
Speak Now (Deluxe),"She took him faster than you can say ""Sabotage"""
Speak Now (Deluxe),"I never saw it coming, wouldn't have suspected it"
Speak Now (Deluxe),I underestimated just who I was dealing with
Speak Now (Deluxe),She had to know the pain was beating on me like a drum
Speak Now (Deluxe),She underestimated just who she was stealing from
Speak Now (Deluxe),She's not a saint and she's not what you think
Speak Now (Deluxe),"She's an actress, whoa"
Speak Now (Deluxe),She's better known for the things that she does
Speak Now (Deluxe),"On the mattress, whoa"
Speak Now (Deluxe),Soon she's gonna find stealing other people's toys
Speak Now (Deluxe),On the playground won't make you many friends
Speak Now (Deluxe),"She should keep in mind, she should keep in mind"
Speak Now (Deluxe),"There is nothing I do better than revenge, ha"
Speak Now (Deluxe),She looks at life like it's a party and she's on the list
Speak Now (Deluxe),She looks at me like I'm a trend and she's so over it
Speak Now (Deluxe),I think her ever-present frown is a little troubling
Speak Now (Deluxe),And she thinks I'm psycho 'cause I like to rhyme her name with things
Speak Now (Deluxe),But sophistication isn't what you wear or who you know
Speak Now (Deluxe),Or pushing people down to get you where you wanna go
Speak Now (Deluxe),"Oh, they didn't teach you that in prep school so it's up to me"
Speak Now (Deluxe),But no amount of vintage dresses gives you dignity
Speak Now (Deluxe),(Think about what you did)
Speak Now (Deluxe),She's not a saint and she's not what you think
Speak Now (Deluxe),"She's an actress, whoa"
Speak Now (Deluxe),She's better known for the things that she does
Speak Now (Deluxe),"On the mattress, whoa"
Speak Now (Deluxe),Soon she's gonna find stealing other people's toys
Speak Now (Deluxe),On the playground won't make you many friends
Speak Now (Deluxe),"She should keep in mind, she should keep in mind"
Speak Now (Deluxe),"There is nothing I do better than revenge, ha"
Speak Now (Deluxe),"I'm just another thing for you to roll your eyes at, honey"
Speak Now (Deluxe),"You might have him, but haven't you heard?"
Speak Now (Deluxe),"I'm just another thing for you to roll your eyes at, honey"
Speak Now (Deluxe),"You might have him, but I always get the last word"
Speak Now (Deluxe),"Whoa, whoa-ah-oh"
Speak Now (Deluxe),She's not a saint and she's not what you think
Speak Now (Deluxe),"She's an actress, whoa (She deserved it)"
Speak Now (Deluxe),She's better known for the things that she does
Speak Now (Deluxe),"On the mattress, whoa"
Speak Now (Deluxe),Soon she's gonna find stealing other people's toys
Speak Now (Deluxe),On the playground won't make you many friends
Speak Now (Deluxe),"She should keep in mind, she should keep in mind"
Speak Now (Deluxe),"There is nothing I do better than revenge, ha"
Speak Now (Deluxe),Do you still feel like you know what you're doing?
Speak Now (Deluxe),"'Cause I don't think you do, oh (No, no, no, no)"
Speak Now (Deluxe),Do you still feel like you know what you're doing? (No)
Speak Now (Deluxe),"I don't think you do, I don't think you do"
Speak Now (Deluxe),"Let's hear the applause (Come on, come on)"
Speak Now (Deluxe),"Come on, show me how much better you are"
Speak Now (Deluxe),"(So much better, yeah?)"
Speak Now (Deluxe),See you deserve some applause
Speak Now (Deluxe),'Cause you're so much better
Speak Now (Deluxe),"She took him faster than you could say ""Sabotage"""
Speak Now (Deluxe),I guess you really did it this time
Speak Now (Deluxe),Left yourself in your war path
Speak Now (Deluxe),Lost your balance on a tightrope
Speak Now (Deluxe),Lost your mind trying to get it back
Speak Now (Deluxe),Wasn't it easier in your lunchbox days?
Speak Now (Deluxe),Always a bigger bed to crawl into
Speak Now (Deluxe),Wasn't it beautiful when you believed in everything
Speak Now (Deluxe),And everybody believed in you?
Speak Now (Deluxe),"It's alright, just wait and see"
Speak Now (Deluxe),Your string of lights is still bright to me
Speak Now (Deluxe),"Oh, who you are is not where you've been"
Speak Now (Deluxe),"You're still an innocent, you're still an innocent"
Speak Now (Deluxe),Did some things you can't speak of
Speak Now (Deluxe),But at night you live it all again
Speak Now (Deluxe),You wouldn't be shattered on the floor now
Speak Now (Deluxe),If only you had seen what you know now then
Speak Now (Deluxe),Wasn't it easier in your firefly-catching days?
Speak Now (Deluxe),When everything out of reach
Speak Now (Deluxe),Someone bigger brought down to you
Speak Now (Deluxe),Wasn't it beautiful running wild 'til you fell asleep
Speak Now (Deluxe),Before the monsters caught up to you?
Speak Now (Deluxe),"It's alright, just wait and see"
Speak Now (Deluxe),Your string of lights is still bright to me
Speak Now (Deluxe),"Oh, who you are is not where you've been"
Speak Now (Deluxe),You're still an innocent
Speak Now (Deluxe),"It's okay, life is a tough crowd"
Speak Now (Deluxe),32 and still growing up now
Speak Now (Deluxe),Who you are is not what you did
Speak Now (Deluxe),You're still an innocent
Speak Now (Deluxe),Time turns flames to embers
Speak Now (Deluxe),You'll have new Septembers
Speak Now (Deluxe),Every one of us has messed up too
Speak Now (Deluxe),Lives change like the weather
Speak Now (Deluxe),I hope you remember
Speak Now (Deluxe),"Today is never too late to be brand new, oh"
Speak Now (Deluxe),"It's alright, just wait and see"
Speak Now (Deluxe),Your string of lights is still bright to me
Speak Now (Deluxe),"Oh, who you are is not where you've been"
Speak Now (Deluxe),You're still an innocent
Speak Now (Deluxe),"It's okay, life is a tough crowd"
Speak Now (Deluxe),32 and still growing up now
Speak Now (Deluxe),Who you are is not what you did
Speak Now (Deluxe),"You're still an innocent, you're still an innocent"
Speak Now (Deluxe),"Lost your balance on a tightrope, oh"
Speak Now (Deluxe),It's never too late to get it back
Speak Now (Deluxe),You and I walk a fragile line
Speak Now (Deluxe),I have known it all this time
Speak Now (Deluxe),But I never thought I'd live to see it break
Speak Now (Deluxe),It's getting dark and it's all too quiet
Speak Now (Deluxe),And I can't trust anything now
Speak Now (Deluxe),And it's coming over you like it's all a big mistake
Speak Now (Deluxe),"Whoa, holding my breath"
Speak Now (Deluxe),Won't lose you again
Speak Now (Deluxe),Something's made your eyes go cold
Speak Now (Deluxe),"Come on, come on, don't leave me like this"
Speak Now (Deluxe),I thought I had you figured out
Speak Now (Deluxe),Something's gone terribly wrong
Speak Now (Deluxe),You're all I wanted
Speak Now (Deluxe),"Come on, come on, don't leave me like this"
Speak Now (Deluxe),I thought I had you figured out
Speak Now (Deluxe),Can't breathe whenever you're gone
Speak Now (Deluxe),"Can't turn back now, I'm haunted"
Speak Now (Deluxe),Stood there and watched you walk away
Speak Now (Deluxe),From everything we had
Speak Now (Deluxe),But I still mean every word I said to you
Speak Now (Deluxe),He will try to take away my pain
Speak Now (Deluxe),And he just might make me smile
Speak Now (Deluxe),"But the whole time, I'm wishing it was you instead"
Speak Now (Deluxe),"Oh, holding my breath"
Speak Now (Deluxe),Won't see you again
Speak Now (Deluxe),Something keeps me holding onto nothing
Speak Now (Deluxe),"Come on, come on, don't leave me like this"
Speak Now (Deluxe),I thought I had you figured out
Speak Now (Deluxe),Something's gone terribly wrong
Speak Now (Deluxe),You're all I wanted
Speak Now (Deluxe),"Come on, come on, don't leave me like this"
Speak Now (Deluxe),I thought I had you figured out
Speak Now (Deluxe),Can't breathe whenever you're gone
Speak Now (Deluxe),"Can't turn back now, I'm haunted"
Speak Now (Deluxe),I know
Speak Now (Deluxe),I know
Speak Now (Deluxe),I just know
Speak Now (Deluxe),"You're not gone, you can't be gone, no"
Speak Now (Deluxe),"Come on, come on, don't leave me like this"
Speak Now (Deluxe),I thought I had you figured out
Speak Now (Deluxe),Something's gone terribly wrong
Speak Now (Deluxe),Won't finish what you started
Speak Now (Deluxe),"Come on, come on, don't leave me like this"
Speak Now (Deluxe),I thought I had you figured out
Speak Now (Deluxe),Can't breathe whenever you're gone
Speak Now (Deluxe),"Can't go back, I'm haunted"
Speak Now (Deluxe),"(Oh, oh, oh, oh, oh, oh, oh, oh, oh)"
Speak Now (Deluxe),You and I walk a fragile line
Speak Now (Deluxe),I have known it all this time
Speak Now (Deluxe),Never ever thought I'd see it break
Speak Now (Deluxe),Never thought I'd see it
Speak Now (Deluxe),I still remember the look on your face
Speak Now (Deluxe),Lit through the darkness at 1:58
Speak Now (Deluxe),The words that you whispered
Speak Now (Deluxe),For just us to know
Speak Now (Deluxe),You told me you loved me
Speak Now (Deluxe),So why did you go away?
